time (s) 	ai1 (K)	ai2 (K)	ai3 (K)	ai4 (K)	ai5 (K)	ai6 (K)	ai7 (K)	ai8 (K)	ai9 (K)
4116.47	611.979	497.6228241499	591.2112119346	497.616962336	513.4111450133	456.120314422	536.7551453093	456.1159822343	513.4167370057
4124.41	611.294	497.1299340706	590.572411911	497.1241632002	512.8801459012	455.6906057182	536.1792459307	455.6864827138	512.8857369465
4136.03	610.296	496.4114239605	589.6419118814	496.4058645082	512.1066472329	455.0645077602	535.3399467298	455.0605933991	512.1112368577
4147.69	609.298	495.6938238539	588.7104118518	495.6875657216	511.3321485647	454.4391097135	534.5006475289	454.4345841402	511.3377367689
4159.39	608.299	494.9758237355	587.7789118222	494.9699670356	510.5586498964	453.814221791	533.6623483279	453.8100947427	510.5642366801
4171.13	607.301	494.2582236289	586.8474117926	494.252668249	509.785451317	453.1894239218	532.8233492157	453.185295453	509.7910365854
4179.19	606.617	493.767123552	586.208911763	493.760779183	509.256152116	452.7617152181	532.2494498372	452.7580959265	509.2610365262
4190.99	605.619	493.0498234395	585.2781117393	493.0442704271	508.4839535365	452.1386172601	531.4118505475	452.1346965539	508.4895364374
4202.83	604.621	492.3333133294	584.3459117038	492.3271817044	507.7114548683	451.5157293376	530.5738514353	451.51159727	507.7170363486
4214.72	603.623	491.6172232145	583.4144116742	491.6110929817	506.9399562001	450.8934213441	529.7368523232	450.8894978915	506.9455362598
4226.64	602.625	490.9009231021	582.4829116446	490.8953742566	506.1687576206	450.2715334217	528.9005531222	450.2676986018	506.174336165
4234.84	601.941	490.4103330168	581.8441116209	490.4044850959	505.6407585084	449.8458247179	528.3266537437	449.8421990812	505.6453361058
4246.82	600.944	489.695312915	580.9133115972	489.689186404	504.8702598402	449.2252368842	527.491054454	449.2218897334	504.8751360111
4258.86	599.946	488.9802228001	579.9811115617	488.9741877062	504.1000612607	448.6051389262	526.6550553418	448.6013005076	504.1053359283
4270.93	598.948	488.2653426829	579.0496115321	488.2593789562	503.3298626813	447.9858309328	525.8190562297	447.9821111042	503.3351358335
4283.05	597.95	487.5508325728	578.1171115025	487.5450802643	502.560364013	447.3667329748	524.9837570287	447.3631018452	502.5659357388
4291.38	597.266	487.0610324899	577.4790114847	487.0552811285	502.0333649009	446.9427444308	524.4118576502	446.93960223	502.0389356796
4303.56	596.269	486.3475223798	576.5468114492	486.3418924117	501.2648662326	446.3253463841	523.5775584492	446.3215029461	501.2704355908
4315.79	595.271	485.633432265	575.6150114255	485.6278937139	500.4966676532	445.7077585504	522.7432592483	445.7044035676	500.5022354961
4328.06	594.274	484.9202221489	574.68281139	484.9145950219	499.7291689849	445.0914505569	521.9092601361	445.0878143418	499.7340354014
4340.38	593.276	484.2076220424	573.7513113604	484.2015963241	498.9609704054	444.4746526877	521.075261024	444.471504994	498.9665353126
4348.85	592.592	483.7188219595	573.1115113367	483.7131972001	498.4349712933	444.0524541083	520.5040615567	444.0493054675	498.4405352534
4361.23	591.595	483.0067318447	572.179711313	483.0011985022	497.6687727138	443.4375661858	519.6710624445	443.4344161529	497.6733351587
4373.67	590.597	482.2944317322	571.2475112775	482.2888998103	496.9022740456	442.823168139	518.8380633323	442.8196168632	496.9071350639
4386.14	589.6	481.5831316197	570.3150112479	481.5769011125	496.1360754661	442.2091602343	518.0057641314	442.2060075214	496.1416349751
4398.66	588.603	480.8711315013	569.3835112183	480.8656024205	495.3705767979	441.5960622763	517.1737650192	441.5924182008	495.3761348863
4407.27	587.919	480.3840314243	568.7437111946	480.3785032906	494.8458777745	441.1758636969	516.6035655519	441.1722186743	494.8514348212
4419.87	586.922	479.6730313059	567.811211165	479.6672946235	494.080679195	440.5632758632	515.7725664398	440.5601193905	494.0862347265
4432.51	585.925	478.9625211958	566.8787111354	478.9569959316	493.3161805268	439.9513879407	514.9412672388	439.9483201008	493.3217346377
4445.2	584.928	478.252431081	565.9462111058	478.2469072089	492.5519819473	439.3400799473	514.1102681267	439.3374307862	492.557534543
4457.93	583.93	477.5424309626	565.0137110762	477.5369086058	491.7887833679	438.7297719538	513.2802690145	438.7271214384	491.7933344483
4466.69	583.247	477.0563308856	564.3749110526	477.0508094759	491.2650843445	438.3115733743	512.7110695472	438.3089219119	491.2706343831
4479.49	582.25	476.3470307731	563.442411023	476.3415107839	490.5025856762	437.7021955761	511.881070435	437.6991226222	490.5074342884
4492.35	581.253	475.6380306547	562.5099109934	475.6325120861	489.7393870968	437.0933977069	511.0520713229	437.0902333076	489.7449341996
4505.25	580.256	474.9297305423	561.5767109578	474.9242133942	488.9778884285	436.4850897135	510.2227721219	436.4824340178	488.9827341049
4518.2	579.259	474.2217304239	560.6442109283	474.2162146963	488.2159899379	435.8772918443	509.3940730985	435.8751246701	488.2212340161
4527.11	578.576	473.7361403386	560.0051109105	473.7306257191	487.6939908257	435.4610932648	508.8258736313	435.4589251436	487.699533951
4540.13	577.58	473.0291402202	559.0726108809	473.0236270213	486.9337922462	434.8552053423	507.9988745191	434.8521258538	486.9386338503
4553.21	576.583	472.3218401077	558.1401108513	472.3163283293	486.1725936668	434.2491073844	507.1708754069	434.2462365392	486.1781337615
4566.34	575.586	471.6155399953	557.2076108217	471.6100296374	485.4133950873	433.6440994797	506.343576206	433.6414372495	485.4179336668
4579.52	574.59	470.9088398709	556.2744107862	470.9032410035	484.6531965078	433.0392115572	505.5165770938	433.0366379597	484.6587335721
4588.58	573.906	470.4244397999	555.6343107684	470.4189319043	484.1324974845	432.624523102	504.9496777153	432.6223484084	484.137033507
4601.84	572.909	469.718529678	554.7018107388	469.7130232314	483.373298905	432.0212151085	504.1233785144	432.0185491186	483.3788334123
4615.15	571.913	469.0132295655	553.7686107033	469.0077245394	482.6151003255	431.4184172393	503.2973794022	431.4157498289	482.6196333175
4628.51	570.916	468.3082294471	552.8358106796	468.3027259363	481.8569017461	430.8156193701	502.4716803788	430.8134404811	481.8621332287
4641.92	569.92	467.6034393263	551.9026106441	467.5979373024	481.0987031666	430.213821501	501.6463811779	430.2116411914	481.1042331281
4651.14	569.237	467.1203392493	551.2628106204	467.1148381724	480.5800041432	429.8016229215	501.0804817993	429.7994416649	480.584533063
4664.64	568.241	466.416339131	550.3300105967	466.4108395693	479.8228055638	429.2008250523	500.2564826872	429.1986423751	479.8283329683
4678.18	567.244	465.7123390126	549.3968105612	465.7068408715	479.0666069843	428.6009371298	499.432483575	428.5988430854	479.0714328676
4691.78	566.248	465.0093388942	548.4640105375	465.0038422683	478.3104084049	428.0016291364	498.6084844629	427.9992537649	478.3159327788
4705.43	565.252	464.3061287781	547.530810502	464.3008435705	477.5552098254	427.4028312672	497.7851852619	427.4009444171	477.5597326841
4714.83	564.568	463.8242386988	546.8907104843	463.8190445293	477.0368108908	426.992142812	497.2202858834	426.9902549486	477.042032619
4728.56	563.572	463.1217485721	545.9575104487	463.1167458374	476.2823122226	426.3948348185	496.39758686	426.3931556648	476.2871325184
4742.36	562.576	462.4197484537	545.0240104191	462.4147472343	475.5274137319	425.7975470736	495.5752876591	425.7956563691	475.5329324236
4756.2	561.58	461.7185383377	544.0915103895	461.7130486252	474.7742151524	425.2014491156	494.7532885469	425.1995570853	474.7787323289
4770.1	560.584	461.0173282216	543.1580103599	461.0118399581	474.020016573	424.6056512464	493.9315895235	424.6037577955	474.0255322342
4779.67	559.901	460.5365281388	542.5182103363	460.5314609501	473.5036176384	424.197452667	493.3683900562	424.1957682383	473.5088321691
4793.66	558.906	459.8359480156	541.5847103067	459.8311622582	472.7514190589	423.6028648333	492.5476910328	423.6009689485	472.7559320684
4807.7	557.91	459.1359478972	540.6512102771	459.1311636551	471.9992204794	423.0088569286	491.7266919207	423.0071696588	472.0037319737
4821.81	556.914	458.4360377753	539.7180102415	458.4310450129	471.2470219	422.4155691837	490.9066928085	422.4134603939	471.2518318731
4835.96	555.918	457.7369476604	538.7845102119	457.7315564677	470.4958233205	421.8227713145	490.0866936964	421.8211510461	470.5006317784
4845.71	555.235	457.2574475716	538.1444101942	457.2524573378	469.9804243859	421.416572735	489.5247943178	421.4146715469	469.9852317073
4859.96	554.24	456.5589374615	537.2112101587	456.5536687039	469.2302258065	420.8252647416	488.7057952057	420.823572263	469.2350316126
4874.27	553.244	455.8606573325	536.2777101291	455.8556701008	468.4803273158	420.2339769966	487.8867960935	420.2327729733	468.4848315179
4888.64	552.248	455.1632372188	535.3442100995	455.1577615225	467.7301287363	419.643969092	487.0687969814	419.6422736776	467.7349314172
4903.06	551.253	454.465447098	534.4107100699	454.4600629134	466.9812302456	419.0543812583	486.2507978692	419.0524743879	466.9857313225
4912.99	550.57	453.9876470152	533.7709100462	453.9821738474	466.4675312223	418.6503927143	485.6901985795	418.6487849194	466.4723312515
4927.51	549.575	453.2907368932	532.8374100166	453.2854752384	465.7193326428	418.0616848984	484.8731994673	418.0604755716	465.7241311568
4942.1	548.579	452.5939467724	531.903909987	452.5894766352	464.9707342409	417.4738870292	484.0562003551	417.4726762819	464.975931062
4956.74	547.584	451.8982466481	530.9704099574	451.8932679681	464.2235356614	416.8869991067	483.2395013318	416.8853870501	464.2280309614
4971.44	546.588	451.2029465356	530.0369099278	451.197779423	463.4766371708	416.3002912908	482.4235022196	416.2990777024	463.4811308608
4981.56	545.906	450.7261464528	529.3961099041	450.7209803819	462.9642382362	415.8983027469	481.8643027523	415.89717817	462.9694307956
4996.36	544.911	450.0314463284	528.4629098686	450.0259817787	462.2180396567	415.3135048777	481.0493036401	415.3118889382	462.223530695
5011.23	543.915	449.3367462041	527.529409839	449.3314932336	461.472141166	414.7287070085	480.2336046168	414.7270896485	461.4773306003
5026.16	542.92	448.6427460857	526.5959098094	448.6377946245	460.7269425866	414.1444192636	479.4196055046	414.1432903587	460.7317304937
5041.15	541.925	447.949255959	525.6624097798	447.9443759882	459.9820440959	413.5612013234	478.6056063924	413.5597010382	459.987530399
5051.47	541.242	447.4735458726	525.0216097561	447.4687869163	459.4716451613	413.1615128682	478.0470071027	413.1602915425	459.4768303339
5066.56	540.248	446.7812457601	524.0881097265	446.776088402	458.7277466706	412.5795049635	477.2340079905	412.5780023108	458.7329302332
5081.72	539.253	446.0887556334	523.1546096969	446.0838797349	457.9845480912	411.9979171298	476.4213089672	411.9969929571	457.9890301326
5096.94	538.258	445.3968455115	522.2214096614	445.3916012537	457.2416496005	411.4173292961	475.6090097662	411.4157037253	457.246130032
5112.24	537.262	444.7049353895	521.2869096318	444.6999026446	456.4987511098	410.8366214802	474.7963107428	410.8356943717	456.5032299313
5122.77	536.579	444.2305553019	520.6461096081	444.2255935455	455.9890520864	410.4387229895	474.2394113643	410.437794934	455.9938298603
5138.17	535.584	443.53964518	519.7126095785	443.5341950252	455.2471535957	409.8599251203	473.4277123409	409.8585057022	455.2519297596
5153.65	534.589	442.8486450616	518.7781095489	442.8437064801	454.5055551938	409.2811272512	472.6160133175	409.2799163817	454.5107296649
5169.18	533.594	442.1582449313	517.8446095193	442.1537078769	453.7643566144	408.7028395063	471.8050142054	408.7021170919	453.7691295584
5184.79	532.599	441.4684548106	516.9101094897	441.4637992986	453.0237582125	408.1260416371	470.9950150932	408.1251077383	453.0289294637
5195.53	531.916	440.9958647253	516.269309466	440.9910002575	452.5160591891	407.7303531819	470.4394158035	407.7294182698	452.5215293926
5211.25	530.921	440.3069546034	515.3358094364	440.3018117065	451.7771606984	407.154645366	469.6294166913	407.1537090049	451.781629292
5227.04	529.926	439.618254479	514.4016094009	439.6136031341	451.0372622078	406.5790575323	468.8204175792	406.5784197732	451.0420291854
5242.9	528.931	438.9303443571	513.4671093713	438.925114589	450.2986638059	406.0043497164	468.0117185558	406.0036204834	450.3038290907
5258.82	527.936	438.2421542245	512.5329093358	438.2374159799	449.5604652264	405.4307618827	467.2030195324	405.4298211937	449.5652289841
5269.79	527.254	437.7712641452	511.892809318	437.7659170275	449.0543663806	405.0376533565	466.6491201539	405.0369216612	449.059528919
5285.83	526.26	437.0843540232	510.9586092825	437.0794284824	448.3174678899	404.4650655228	465.8414211305	404.4642123964	448.3219288125
5301.95	525.265	436.3978638965	510.0248092588	436.3930098461	447.5805693992	403.8927777779	465.0344220183	403.8924131066	447.5850287118
5318.14	524.27	435.7114637663	509.0906092233	435.7068213898	446.8436709086	403.3217698732	464.227722995	403.3209138109	446.8481286112
5334.4	523.275	435.0262536502	508.1561091937	435.0211227807	446.1077724179	402.7512720928	463.4210239716	402.7505345543	446.1125285046
5345.59	522.593	434.5560535555	507.5160091759	434.5515338035	445.6033734833	402.3601635666	462.8681245931	402.3594250527	445.6088284395
5361.98	521.599	433.8715634288	506.5818091404	433.8666252252	444.8687750814	401.7908758217	462.0634255697	401.790135821	444.8739283389
5378.44	520.605	433.1875633104	505.6483091108	433.1827166469	444.1345765019	401.222287988	461.2584264575	401.2216365253	444.1393282323
5394.97	519.61	432.5036531885	504.7141090753	432.4987381598	443.4009781	400.6544901188	460.4537274342	400.6538372355	443.4054281317
5411.58	518.615	431.8202530583	503.7796090457	431.8150396454	442.6670796094	400.0869923384	459.6490284108	400.0863379399	442.671528031
5423.02	517.933	431.351662973	503.138809022	431.3472406043	442.1639807635	399.6983939365	459.0981290323	399.6976484714	442.16912796
5439.76	516.939	430.6690528451	502.2053089924	430.6646321148	441.4320822729	399.1325960673	458.2944300089	399.1319392065	441.4365278534
5456.58	515.945	429.9873527208	501.2711089569	429.9821435697	440.699483871	398.5670982869	457.4917309855	398.5664399108	440.7046277528
5473.47	514.951	429.3056525965	500.3373089332	429.3007450494	439.9685853803	398.002390471	456.6890319621	398.001850685	439.9730276462
5490.45	513.956	428.6242524663	499.4031088977	428.6198364711	439.2369869784	397.4381027261	455.8873329387	397.4383513893	439.2414275397
5502.13	513.275	428.157662381	498.762308874	428.1532474939	438.736287955	397.0522042354	455.3374335602	397.0521518628	438.7407274745
5519.24	512.281	427.4772622508	497.8288088444	427.4728489736	438.0063894643	396.4896164018	454.5367345368	396.4896525672	438.011127368
5536.43	511.287	426.7975621265	496.8946088089	426.7931504592	437.2767910624	395.9281186214	453.7360355135	395.9274533603	437.2812272673
5553.7	510.293	426.1181619962	495.9611087793	426.113751939	436.5474927493	395.3666208409	452.9353364901	395.3664440066	436.5519271549
5571.05	509.299	425.4394618719	495.0269087438	425.4350534246	435.8192941699	394.8061230605	452.1356374667	394.8061547749	435.8240270542
5583	508.617	424.9739617831	494.385808726	424.9693444083	435.3191953241	394.4222245699	451.5877380882	394.4215553313	435.3236269832
5600.49	507.623	424.2960516611	493.4526086905	424.291155952	434.5922968334	393.862936825	450.7890390648	393.8627560415	434.5967268825
5618.07	506.629	423.6186515309	492.5188086668	423.6137574317	433.8649985203	393.3044390445	449.9903400414	393.3042567458	433.8694267701
5635.73	505.636	422.9414613983	491.5846086313	422.9370589173	433.1384001184	392.7467312286	449.1919411068	392.7467574502	433.1428266635
5653.48	504.642	422.2650612681	490.6511086017	422.2605703722	432.4125016277	392.1894434837	448.3949419947	392.1894682184	432.4169265629
5665.7	503.96	421.8014711828	490.0106085721	421.7970714198	431.9151026931	391.8082449043	447.8483427049	391.8083587168	431.9195264918
5683.59	502.967	421.1258610549	489.0771085425	421.1214629304	431.1905042912	391.2527471239	447.0516436816	391.2522794543	431.1949263853
5701.57	501.973	420.4504609247	488.1436085129	420.4460644101	430.4659058893	390.6975494322	446.2549446582	390.6975701894	430.4703262787
5719.64	500.98	419.7757608004	487.2094084774	419.7713658957	429.7413074874	390.1430516518	445.4592456348	390.1432809576	429.7457261722
5737.8	499.986	419.1016606642	486.2759084478	419.0972674642	429.0184089967	389.5897639069	444.6645466114	389.589781662	429.0228260715
5750.31	499.305	418.6398605813	485.6351084241	418.6354684231	428.5223101509	389.2106553807	444.1189473217	389.2106721603	428.5267259946
5768.62	498.312	417.9666704487	484.7016083945	417.9622799667	427.799711749	388.6581576003	443.3252482983	388.6583829286	427.804125888
5787.02	497.318	417.2940603209	483.768408359	417.2896714772	427.0781133471	388.1068698554	442.5308493637	388.1068836329	427.0825257814
5805.52	496.325	416.6218701883	482.8349083294	416.6174830209	426.3565149453	387.556372075	441.7378502516	387.556174368	426.3609256749
5824.11	495.332	415.9501700639	481.9007082939	415.9457845065	425.6359165434	387.0060843301	440.944451317	387.0061851304	425.6403255683
5836.92	494.651	415.4896699751	481.2606082761	415.4852855542	425.1418176975	386.6291858394	440.4008520272	386.6294956619	425.1462254914
5855.67	493.658	414.8187798366	480.3274082406	414.8143970919	424.4222192956	386.080688059	439.6091530038	386.080786397	424.4266253848
5874.52	492.664	414.1481697087	479.393908211	414.1442785444	423.7026208938	385.5329802431	438.8174539805	385.5331970765	423.7070252782
5893.46	491.671	413.4785595809	478.4597081755	413.4743900821	422.9840224919	384.9856924982	438.0267549571	384.9859978696	422.9884251717
5912.5	490.678	412.8093694483	477.5265081399	412.8049916565	422.2657241788	384.4392847711	437.2363560225	384.4394985739	422.2698250651
5925.62	489.998	412.3508693595	476.8864081222	412.3464927042	421.7733252442	384.0645963159	436.694456644	384.0653890723	421.7777249882
5944.83	489.005	411.6824692292	475.9532080867	411.6783042478	421.0567268423	383.5200985355	435.9050577094	383.5201898654	421.0611248816
5964.14	488.012	411.015069099	475.0197080571	411.0106957583	420.3401284404	382.9756007551	435.115358686	382.9759006337	420.3438247691
5983.55	487.019	410.3476689687	474.0865080215	410.3432972381	419.6238301273	382.4321029747	434.3269597514	382.432401338	419.6279246685
6003.07	486.026	409.6805688326	473.1530079919	409.6768988125	418.9082317254	381.8891153186	433.539260728	381.8894121003	418.912624556
6016.51	485.346	409.2240687438	472.5132079683	409.2196998542	418.4181328796	381.5174268634	432.9986614383	381.5177226318	418.422224485
6036.2	484.353	408.5583686195	471.5807079387	408.5543014286	417.7035344777	380.9760191363	432.2119624149	380.9762233362	417.7079243725
6056	483.36	407.8932684833	470.6475079031	407.8891129723	416.9899360758	380.4353113204	431.4255634803	380.4355140713	416.99362426
6075.9	482.368	407.2283783448	469.7143078676	407.2245044828	416.2766377627	379.895233611	430.6391645457	379.8960147756	416.2807241594
6095.91	481.375	406.5641882122	468.780807838	406.5603160264	415.5640393608	379.356525795	429.8534655223	379.3568155687	415.567724041
6109.7	480.695	406.1092681281	468.1410078143	406.1049070989	415.0749405149	378.9869273931	429.3148662326	378.9871261002	415.0793239699
6129.89	479.702	405.4460779955	467.2085077848	405.4417186426	414.3636422018	378.4494296127	428.5301672092	378.4496268046	414.3677238634
6150.2	478.71	404.7829778593	466.2753077492	404.7796202111	413.6520437999	377.9121418678	427.7464681859	377.9124275977	413.6564237509
6170.62	477.718	404.1213677315	465.3421077137	404.1172217855	412.9417454868	377.3757341407	426.9630692513	377.376138366	412.9458236443
6191.15	476.725	403.4594775929	464.4096076841	403.4558232652	412.2321470849	376.8404463958	426.1796703167	376.8407290951	412.2355235318
6205.3	476.045	403.0061875018	463.7698076604	403.0026244017	411.7450482391	376.4735479051	425.6430710269	376.4738295627	411.7494234549
6226.02	475.053	402.345877368	462.8376076249	402.3420159122	411.0364498372	375.9393502135	424.8606720923	375.9401202978	411.0401233424
6246.87	474.061	401.6857772318	461.9044075894	401.6821275446	410.3281515241	375.4060624686	424.0792731577	375.4070410353	410.3318232299
6267.83	473.069	401.0263771016	460.9719075598	401.0227290243	409.619853211	374.8736547415	423.2985741344	374.8738418284	409.6242231234
6288.91	472.077	400.3677669737	460.0394075302	400.3638406567	408.9125548979	374.3415770321	422.517875111	374.3423425328	408.9169230109
6303.44	471.396	399.9159868743	459.3996075065	399.9124317293	408.4284560521	373.9774685059	421.98257591	373.9779530584	408.4325229399
6324.72	470.405	399.2583767464	458.467407471	399.2543332978	407.722157739	373.4472708143	421.2031769754	373.4477538515	407.7262228274
6346.12	469.413	398.6012766102	457.5352074355	398.5971448414	407.0168594259	372.9177730339	420.4244779521	372.9180445866	407.0209227149
6367.65	468.421	397.9443864717	456.6027074059	397.9408364407	406.312261024	372.3887853777	419.6460790175	372.3897553549	406.3156226024
6389.31	467.429	397.2882863355	455.6698073644	397.2844380151	405.6079627109	371.8610775618	418.8676800829	371.861346084	405.6113224899
6404.24	466.749	396.8387862467	455.0307073467	396.8345391456	405.124863865	371.4993891066	418.3350807931	371.4999566096	405.129222413
6426.1	465.758	396.1836861106	454.0985073112	396.18014072	404.4215655519	370.9729813795	417.5576818585	370.9734574087	404.4259223005
6448.1	464.766	395.5293759768	453.1663072756	395.5254623217	403.7192672388	370.4469937234	416.7819828352	370.447958113	403.722622188
6470.23	463.775	394.8754858383	452.234807246	394.8718538322	403.0169689257	369.9217960318	416.0058839893	369.9229688753	403.0213220755
6492.5	462.783	394.2222957057	451.3026072105	394.2180554895	402.3156706126	369.3979981626	415.231184966	369.3985596045	402.3200219631
6507.85	462.103	393.7741856074	450.6628071868	393.7705565371	401.8348718556	369.0386998495	414.6995856762	369.039870136	401.8389218861
6530.33	461.112	393.1219954748	449.7313071572	393.1184582003	401.1352734537	368.5162020691	413.9254868304	368.5166709292	401.1386217736
6552.96	460.121	392.470685341	448.7994071158	392.4665697381	400.4349751406	367.9940043774	413.151787807	367.9951716335	400.4386216552
6575.73	459.129	391.8195852048	447.8679070862	391.8154714013	399.7359769162	367.472926668	412.3786889612	367.4738824017	399.7400215487
6598.63	458.138	391.1686950663	446.9357070507	391.1653729698	399.0376786031	366.9527289764	411.6059899379	366.9534731309	399.0410214303
6614.42	457.458	390.723284974	446.296907027	390.7191741062	398.5585797573	366.5961305745	411.0766907369	366.5970836565	398.5629213533
6637.56	456.467	390.0733948354	445.3657069915	390.0700756747	397.861581533	366.0776327941	410.3052918023	366.0783743916	397.8656212408
6660.85	455.476	389.4250847016	444.4342069619	389.4211873072	397.1649831311	365.5591350137	409.5345927789	365.560385154	397.1686211224
6684.28	454.485	388.7769845655	443.5030069264	388.7728789064	396.4689849068	365.0419373221	408.7644939331	365.0430959222	396.4723210099
6707.87	453.494	388.1290944269	442.5708068908	388.1257804749	395.7736865937	364.5257396305	407.9940949985	364.5266866514	395.7770208975
6724.13	452.814	387.6849843287	441.9320068672	387.6815816114	395.2965877479	364.1718411398	407.4667957976	364.1725072409	395.3009208205
6747.96	451.824	387.0387941961	441.0015068376	387.0352732107	394.6025895235	363.6568534837	406.698396863	363.6577979761	394.6059207021
6771.95	450.833	386.392994054	440.070306802	386.3893848431	393.9092912104	363.142655792	405.9299979284	363.1435986745	393.9126205896
6796.09	449.842	385.7478939178	439.1391067665	385.7442864116	393.2159928973	362.6291580116	405.1625989938	362.6303994676	393.2193204771
6820.4	448.852	385.1030037793	438.207906731	385.0994880689	392.5236945842	362.11696032	404.395500148	362.1174102299	392.5273203587
6837.15	448.172	384.661593687	437.5694067014	384.6575891994	392.0488958272	361.7655719536	403.8699008582	361.7665107922	392.0522202818
6861.72	447.182	384.0177935449	436.6389066718	384.0144008377	391.3578976028	361.2548641377	403.1045019236	361.2553114906	391.3612201634
6886.45	446.191	383.3749034063	435.7077066363	383.3713924311	390.6668993785	360.7441765704	402.3391029891	360.7451122837	390.6709200509
6911.35	445.2	382.7325932726	434.7775066008	382.7288041523	389.9773009766	360.23467879	401.5747040545	360.2359130769	389.9809199325
6936.41	444.21	382.0907931305	433.8463065652	382.0874957516	389.2876028411	359.7262710628	400.8106052086	359.7274137812	389.29161982
6953.69	443.531	381.6512930417	433.2085065416	381.6475068573	388.8155039953	359.3780927319	400.2870059189	359.3790243068	388.8188197372
6979.03	442.541	381.0107028972	432.278306506	381.0074085205	388.1275057709	358.871384916	399.5239070731	358.8723150419	388.1308196188
7004.55	441.551	380.3709027552	431.3481064705	380.3676101778	387.4402074578	358.3650971711	398.7618082273	358.3658358622	387.4435195063
7030.25	440.56	379.731802619	430.417906435	379.7285117463	386.7532092335	357.8594096038	398.0004092927	357.8603365666	386.7565193879
7056.12	439.57	379.0930024769	429.4877063995	379.0897134036	386.0672110092	357.3549118234	397.2390103581	357.3561373597	386.0705192695
7073.97	438.891	378.6558023822	428.8496063817	378.6523045708	385.5971121634	357.0093134215	396.7177111571	357.0103278521	385.6004191925
7100.14	437.901	378.0180022401	427.9197063403	378.0147161973	384.912113939	356.5063257654	395.9576123113	356.5071286452	384.9154190741
7126.5	436.911	377.381202098	426.9895063048	377.3779178546	384.2271157147	356.0039180382	395.1982133767	356.0048394135	384.2304189557
7153.04	435.921	376.7451019619	426.0600062752	376.7418195178	383.5438174016	355.5026302933	394.4398144421	355.5038501758	383.5474188373
7179.77	434.931	376.1093018198	425.1301062337	376.1060211751	382.8608191773	355.0022225662	393.6817155963	355.003440905	382.8644187189
7198.22	434.252	375.6741017251	424.49230621	375.6708223115	382.3930204202	354.6596241643	393.1621163066	354.6607514365	382.396318642
7225.27	433.263	375.0402115866	423.5631061745	375.0369339439	381.7110221959	354.1604264727	392.4050174608	354.1615522297	381.7143185236
7252.52	432.273	374.4064114445	422.633906139	374.4031356012	381.0300239716	353.6623487633	391.648918615	353.6633529281	381.0333184052
7279.97	431.283	373.7734013048	421.7047061035	373.7701272893	380.3500257473	353.1649410362	390.8935196804	353.1661537212	380.3526182808
7307.63	430.294	373.1408111603	420.775506068	373.1377489797	379.6700275229	352.6687433445	390.1384208346	352.6696544255	379.6733181684
7326.71	429.615	372.7076110656	420.1377060443	372.7044300771	379.2042287659	352.3283549781	389.6211216336	352.3295650399	379.2075180855
7354.7	428.626	372.0766009259	419.2088060028	372.0735417095	378.5252305416	351.8338571977	388.8670227878	351.834855775	378.5285179671
7382.91	427.636	371.4462207791	418.2803059732	371.4430434556	377.847532406	351.3396595061	388.113923942	351.3408665373	377.8508178428
7411.32	426.647	370.8162106394	417.3511059377	370.8132451129	377.1705341817	350.8464618145	387.3615250074	350.8476673305	377.1735177303
7439.96	425.657	370.1874104973	416.4222058963	370.1841467761	376.4942358686	350.3542641229	386.6094261616	350.3554680289	376.4975176119
7459.72	424.979	369.756300399	415.7854058726	369.7530379374	376.0304371116	350.0168757565	386.0941269606	350.0178685852	376.033717529
7488.72	423.99	369.1287102546	414.8572058371	369.1254496586	375.3554388872	349.5264680293	385.3440281148	349.5275793535	375.3587174106
7517.94	423.001	368.5013301077	413.9290058016	368.498561291	374.6807407517	349.0364803732	384.593929269	349.0376801407	374.6840172863
7547.4	422.012	367.8751099704	413.000805766	367.8718529732	374.0077425274	348.5472826816	383.8445303344	348.5484809338	374.0100171679
7577.08	421.023	367.2490998307	412.0719057246	367.2462646944	373.3340443918	348.0592950255	383.0957315774	348.0604016713	373.3370170495
7597.58	420.344	366.8203197312	411.4358057068	366.8171558557	372.872945546	347.7251864993	382.5824323764	347.7263821945	372.8762169666
7627.66	419.356	366.1958195832	410.5079056654	366.1925675769	372.2012474105	347.2381988432	381.8350334418	347.2393929569	372.2042168482
7657.98	418.367	365.5720194412	409.580005624	365.5687692342	371.5302491861	346.7530011516	381.088934596	346.753983686	371.5335167239
7688.54	417.378	364.9490093014	408.6525055944	364.9459708915	370.8595510506	346.2680134954	380.3428357502	346.2692045123	370.8628165996
7719.36	416.389	364.3266291546	407.7246055529	364.3234726375	370.1902527375	345.7840258393	379.5970369932	345.7852152746	370.1928164812
7740.64	415.711	363.899729054	407.0888055292	363.897273774	369.7307540693	345.4529173131	379.0864377035	345.454105773	369.7340163983
7771.88	414.723	363.2789289119	406.1616054937	363.27577552	369.0627558449	344.970509586	378.3423388577	344.9716965022	369.0660162799
7803.38	413.734	362.6582187663	405.2344054582	362.6551872412	368.3950577094	344.4890320542	377.5985401006	344.4900073533	368.3983161556
7835.14	412.745	362.0386286218	404.3072054227	362.0353888985	367.7280594851	344.0085342738	376.8554412548	344.0095080577	367.7313160372
7867.18	411.757	361.4196184821	403.3803053812	361.4168006197	367.0623613495	343.5286366709	376.113342409	343.5296088449	367.0646159129
